ID,Adikaram,Agapporul,Athigaram,Thurai,Thuraivilakkam,Kolu,Thelivurai,Moolam1,Moolam2,Moolam3,Moolam4,Patham1,Patham2,Patham3,Patham4
347,24,கற்பு,பொருள் வயின் பிரிவு,பருவங் கண்டு இரங்கல்,,மன்னிய பருவம் முன்னிய செலவின்இன்னல் எய்தி மன்னன் ஏகியது.," மேகங்கள் விரவுதலால் கண் நுழைவதில்லை ஆகாயமானது. திரண்டு மயில்கள் பெடையும் சேவலுமாகச் செறிந்திருந்து, எண் சென்று புகாமல் இருக்க மற்ற பீலியை விரித்து நின்று ஆலியா நின்றன. திரண்ட மலரிடத்தே பூமியிடத்து உள்ளாராய எல்லாராலும் அறியப்படுகின்ற தில்லையில் உளனாகிய மன்னனது அவனுடைய இனிய அருள் போலத் திருந்தப்பட்ட உழை நரம்பை யொத்த வார்த்தையினை யுடையாள் எத்தன்மையாள் அவள் தான். பாவத்தைச் செய்த என் காரணமாக?",கண்ணுழை யாதுவிண் மேகம் கலந்து கணமயில்தொக்(கு),எண்ணுழை யாத்தழை கோலிநின்(று) ஆலும் இனமலர்வாய்,மண்ணுழை யாவும் அறிதில்லை மன்னன(து) இன்னருள்போல்,பண்ணுழை யாமொழி யாள்என்ன ளாங்கொல்மன் பாவியற்கே. ... 347,கண்ணுழை யாதுவிண் மேகம் கலந்து கணமயில்தொக்(கு),எண்ணுழை யாத்தழை கோலிநின்(று) ஆலும் இனமலர்வாய்,மண்ணுழை யாவும் அறிதில்லை மன்னன(து) இன்னருள்போல்,பண்ணுழை யாமொழி யாள்என்ன ளாங்கொல்மன் பாவியற்கே. ... 347
348,24,கற்பு,பொருள் வயின் பிரிவு,முகிலொடு கூறல்,,எனைப்பல துயரமோ(டு) ஏகா நின்றவன்துனைக்கார் அதற்குத் துணிந்துசொல் லியது.," இருளுண்டான சுடுகாட்டில் நின்றாடுகின்ற திருச்சிற்றம்பலநாதன், அவனுடைய மிடற்றை ஒத்து விரைந்து செல்லா நின்ற நீண்ட முகிலே ! முதிய பெண்டுகள் திரண்டு வில்லையொத்த ஒளி சிறந்த நெற்றியினை உடையாளது துயரத்தை ஆற்றுவ தாக நறுநாற்றம் உடைத்தாகிய பூக்களைத் தூவி நெல்லைப் பரப்பப்பட்ட வாலிய பலியை இட்டு இல்லுறை தெய்வத்தைக் கொண்டாட நிற்கிற நீண்ட நகரளவில் சென்றால் எனக்கு முற்படாதே ஒழிவாயாக வேண்டும்.",அற்படு காட்டில்நின்(று) ஆடிசிற் ற்ம்பலத் தான்மிடற்றின்,முற்படு நீள்முகில் என்னின்முன் னேல்முது வோர்குழுமி,விற்படு வாணுத லாள்செல்லல் தீர்ப்பான் விரைமலர்தூய்,நெற்படு வான்பலி செய்(து)அய ராநிற்கும் நீள்நகர்க்கே. ... 348,அற்படு காட்டில்நின்(று) ஆடிசிற் ற்ம்பலத் தான்மிடற்றின்,முற்படு நீள்முகில் என்னின்முன் னேல்முது வோர்குழுமி,விற்படு வாணுத லாள்செல்லல் தீர்ப்பான் விரைமலர்தூய்,நெற்படு வான்பலி செய்(து)அய ராநிற்கும் நீள்நகர்க்கே. ... 348
349,24,கற்பு,பொருள் வயின் பிரிவு,தேர் வரவு கூறல்,,வேந்தன் பொருளோடு விரும்பி வருமெனஏந்திழைப் பாங்கி இனி(து)இயம் பியது., மேகமானது நாயகியுடைய அழகிய சீர்மைப்பாட்டினை உடைய உயிரைச் சாய்பிப்பதாகக் கறுக்கின்ற அளவில் (கறுத்தல்&nbsp; நிறமும் வெகுளியும் சிலேடை) திருவம்பலத்தே உளனாகிய நீர்ப்பூக்களைத் தோற்பிக்கிற மிடற்றை உடையவனது திருவருள் வாய்தாற்போலத் தேடப்பட்ட பொருளோடே கடிதாக அன்பருடைய தேர் வந்து பொருந்திற்று; ஆதலால் வரக்கடவே அனுபோகத்தை மாற்றும் உபாயமில்லை.,பாவியை வெல்லும் பரிசில்லை யேமுகில் பாவையஞ்சீர்,ஆவியை வெல்லக் கறுக்கின்ற போழ்தத்தின் அம்பலத்துக்,காவியை வெல்லும் மிடற்றோன் அருளிற் கதுமெனப் போய்,மேவிய மாநிதி யோ(டு)அன்பர் தேர்வந்து மேவினதே. ... 350,பாவியை வெல்லும் பரிசில்லை யேமுகில் பாவையஞ்சீர்,ஆவியை வெல்லக் கறுக்கின்ற போழ்தத்தின் அம்பலத்துக்,காவியை வெல்லும் மிடற்றோன் அருளிற் கதுமெனப் போய்,மேவிய மாநிதி யோ(டு)அன்பர் தேர்வந்து மேவினதே. ... 350
350,24,கற்பு,பொருள் வயின் பிரிவு,இளையர் எதிர்கோடல்,,செறிக ழலவன் திருநகர் புகுதரஎறிவேல் இளைஞர் எதிர்கொண்டது.," ஒளியுடைத்தாகிய மேகலாபாரம் கழலுகிற மாத்திரையன்றிக் குதித்து வீழா நின்றது. வளைகளும் கழன்று வீழா நின்றன. மெல்லிய இயல்பினையுடையாளுடைய உயிர் போவதற்கு முன்னே தேடப்பட்டு எதிர்கொண்ட பொருளோடே இவளாற் காதலிக்கப்பட்ட நம்முடைய அரசருடைய தேர் வந்து தோன்றிற்று. ஆதலால், யாழ் ஓசையை ஒத்த வார்த்தையினையுடைய தேவியைப் பாகத்தே உடையவன், திருச்சிற்றம்பலத்தே உள்ளவன். அவனாற் செய்யப்பட்ட விதியினும் வலியதொன்று ஏதுதான்? ",யாழின் மொழிமங்கை பங்கன்சிற் றம்பலத் தான்அமைத்த,ஊழின் வலியதொன்(று) என்னை ஒளிமே கலையுகளும்,வீழும் வரிவளை மெல்லியல் ஆவிசெல் லாதமுன்ன,சூழும் தொகுநிதி யோ(டு)அன்பர் தேர்வந்து தோன்றியதே. ... 351,யாழின் மொழிமங்கை பங்கன்சிற் றம்பலத் தான்அமைத்த,ஊழின் வலியதொன்(று) என்னை ஒளிமே கலையுகளும்,வீழும் வரிவளை மெல்லியல் ஆவிசெல் லாதமுன்ன,சூழும் தொகுநிதி யோ(டு)அன்பர் தேர்வந்து தோன்றியதே. ... 351
351,24,கற்பு,பொருள் வயின் பிரிவு,உள் மகிழ்ந்து உரைத்தல்,,பெருநிதி யோடு திருமனை புகுந்தவன்வளமனைக் கிழத்தியோ(டு) உள்மகிழ்ந்(து) உரைத்தது., மயிலை ஒத்த சாயலையுடைய நோக்கத்தாள் இந்த மானை ஒப்பாளை விட்டுப் பொருள் தேடுவதாக ஆதித்த கிரணம் நிலைபெற்ற வெய்ய காட்டிலே போன வருத்தம் எல்லாம் இடபத்தை உடையவனது பெரும்பற்றப்புலியூர் இடத்துள்ள குயிலை ஒத்த வார்த்தையினை உடையாள் மெல்லிய முலைகள் என்னுடைய மார்பிலே மூழ்க உறக்கம் நிலைபெறுதற் கிடமாகிய படுக்கையிலே அணைவதற்கு முன்னே பொடியாயிற்று.,மயில் மன்னு சாயல்இம் மானைப் பிரிந்து பொருள்வளர்ப்பான்,வெயில் மன்னு வெஞ்சுரம் சென்றதெல்லாம் விடை யோன்புலியூர்க்,குயில் மன்னு சொல்லிமென் கொங்கைஎன் அங்கத் திடைகுளிப்பத்,துயில் மன்னு பூவணை மேலணை யாமுன் துவள் உற்றதே. ... 352,மயில் மன்னு சாயல்இம் மானைப் பிரிந்து பொருள்வளர்ப்பான்,வெயில் மன்னு வெஞ்சுரம் சென்றதெல்லாம் விடை யோன்புலியூர்க்,குயில் மன்னு சொல்லிமென் கொங்கைஎன் அங்கத் திடைகுளிப்பத்,துயில் மன்னு பூவணை மேலணை யாமுன் துவள் உற்றதே. ... 352
352,25,கற்பு,பரத்தையிற் பிரிவு,கண்டவர் கூறல்,,உரைத்தகு வேலோன் பரத்தையிற் பிரியத்திண்தேர் வீதியில் கண்டோர் உரைத்தது.," கச்சாகவும் உடுத்து அணியாகவும் அணிந்த ஒளி சிறந்த பாம்பை யுடையவன், அவனுடைய தில்லையில் தலைவன் அவன் வரத் தெரிந்து அணியப்பட்ட கையிற் செறிந்த வளைகள் ஆர்ப்ப, இளமயிலின் அழகை ஒத்து மிக்க அழகினையுடைய கரிய புருவமாகிய சிலையில் கண்மலராகிய அம்புகளைத் தொடுத்து ஆபரணங்களில் உண்டாகிய ஒளியினையுடைய இளமைப்பருவத்து மகளிர் திக்குகள்தோறும் சூழ நின்று பிடித்துக் கொண்டார்கள்.",உடுத்தணி வாளர வன்தில்லை யூரன் வரஓருங்கே,எடுத்தணி கையே றினவளை ஆர்ப்ப இளமயிலேர்,கடுத்தணி காமர் கரும்புரு வச்சிலை கண்மலர் அம்பு,அடுத்தணி வாள்இளை யோர்சுற்றும் பற்றினர் மாதிரமே. ... 352,உடுத்தணி வாளர வன்தில்லை யூரன் வரஓருங்கே,எடுத்தணி கையே றினவளை ஆர்ப்ப இளமயிலேர்,கடுத்தணி காமர் கரும்புரு வச்சிலை கண்மலர் அம்பு,அடுத்தணி வாள்இளை யோர்சுற்றும் பற்றினர் மாதிரமே. ... 352
353,25,கற்பு,பரத்தையிற் பிரிவு,பொறை உவந்து உரைத்தல்,,கள்ளவிழ்க் கோதையைக் காதல் தோழிஉள்ளவிழ் பொறைகண்(டு) உவந்து ரைத்தது., மிக்க ஆரவாரம் உடைத்தாகிய நீர் சூழப்பட்ட கரும்பு தங்கும் ஊரை உடையவன் கலந்து வைத்து நீங்கினான் என்று வண்டுகள் அமரப்பட்ட கொன்றை மாலையினை உடையவனது பழைய பெரும்பற்றப்புலியூரில் சிறிய இடையினை உடையவளாய்ப் பெரிய பொறையையும் உடையவளை இப்போது என் சொல்லுவேன் !,கரும்புறு கொன்றையன் தொல்புலி யூர்சுருங் கும்மருங்குல்,பெரும்பொறை யாட்டியை யென்இன்று பேசுவ பேரொலிநீர்க்,கரும்புறை யுரன் கலந்தகன் றானென்று கண்மணியும்,அரும்பொறை யாகும்என் ஆலியும் தேய்வுற்(று) அழிகின்றதே. ... 353,கரும்புறு கொன்றையன் தொல்புலி யூர்சுருங் கும்மருங்குல்,பெரும்பொறை யாட்டியை யென்இன்று பேசுவ பேரொலிநீர்க்,கரும்புறை யுரன் கலந்தகன் றானென்று கண்மணியும்,அரும்பொறை யாகும்என் ஆலியும் தேய்வுற்(று) அழிகின்றதே. ... 353
354,25,கற்பு,பரத்தையிற் பிரிவு,பொதுப்படக் கூறி வாடி யழுங்கல்,,பொற்றிகழ் அரவன் மற்றிகழ் தில்லைப்பிரிந்த ஊரனோ(டு) இருந்துவா டியது., கங்காசலம் பொருந்தின திருமுடியை உடையவனது பெரும்பற்றப்புலியூரைச் சேராதாரைப் போல் இரக்கமின்றி தோற்றப் பொலிவையும் அழகையும் நாயகன் கொள்ளை கொள்ள அத் தில்லையைச் சேராதார் உறுநோய் போல உள்ளும் புறம்பும் வெதும்பி வெய்தாகப் பெருமூச்சுவிட்டுத் தம்முடைய மெல்லிய அணையே துணையாகக் கொண்டு பொற் செப்பை ஒத்த முலையினை உடையவர்கள் பெறுதற்கரிய உயிர் தேயா நின்றார் யாவர் காண்?,அப்புற்ற சென்னியன் தில்லை உறாரின் அவர்உறுநோய்,ஒப்புற்று எழில்நலம் ஊரன் கவரஉள் ளும்புறம்பும்,வெப்புற்று வெய்துயிர்ப் புற்றத்தம் மெல்லணை யேதுணையாச்,செப்புற்ற கொங்கையர் யாவர்கொல் ஆருயிர் தேய்பவரே. ... 354,அப்புற்ற சென்னியன் தில்லை உறாரின் அவர்உறுநோய்,ஒப்புற்று எழில்நலம் ஊரன் கவரஉள் ளும்புறம்பும்,வெப்புற்று வெய்துயிர்ப் புற்றத்தம் மெல்லணை யேதுணையாச்,செப்புற்ற கொங்கையர் யாவர்கொல் ஆருயிர் தேய்பவரே. ... 354
355,25,கற்பு,பரத்தையிற் பிரிவு,கன விழந்து உரைத்தல்,,சினவில் தடக்கைத் தீம்புனல் ஊரனைக்கனவில் கண்ட காரிகை உரைத்தது.," சயனத்திடத்து மாலை நிறைந்த மார்பை நம் நாயகர் வந்து தரப் பரத்தையர்பால் என்று வெறுப்பாய், நலம் பரந்த சித்திரத்தை ஒப்பாய் ! தழுவிக் கொள்ளப் பெற்றிலேன் காண்; அதற்கு மேலே அரிய பாவத்தைச் செய்த நான் விழித்தேன். ஆதலால் தேவரும் அசுரரும் வணங்கும் திருவடிகளை உடையவனது பெரும்பற்றப்புலியூரைச் சேராதாரைப் போல, ஐயோ, ஐயோ, உண்மையென்று கருதிக் கனவையும் இழந்தேன்.",தேவா சுரர்இறைஞ் சும்கழ லோன்தில்லை சேரலர்போல்,ஆவாகனவும் இழந்தேன் நனவென்(று) அமளியின்மேல்,பூவார் அகலம்வந்(து) ஊரன் தரப்புலம் பாய்நலம்பாய்,பாவாய் தழுவிற் றிலேன் விழித் தேன்அரும் பாவியனே. ... 355,தேவா சுரர்இறைஞ் சும்கழ லோன்தில்லை சேரலர்போல்,ஆவாகனவும் இழந்தேன் நனவென்(று) அமளியின்மேல்,பூவார் அகலம்வந்(து) ஊரன் தரப்புலம் பாய்நலம்பாய்,பாவாய் தழுவிற் றிலேன் விழித் தேன்அரும் பாவியனே. ... 355
356,25,கற்பு,பரத்தையிற் பிரிவு,விளக்கொடு வெறுத்தல்,,பஞ்சணைத் துயின்ற பஞ்சின் மெல்லடிஅன்பனோ(டு) அழுங்கிச் செஞ்சுடர்க்(கு) உரைத்தது., செய் இடங்கள்தோறும் நீலப் பூக்கள் மலருகிற பெரும்பற்றப்புலியூரில் திருச்சிற்றம்பலத்துத் தலைவற்குக் கையிடத்தைக் குவித்து அவன் திருவடியை வணங்காதாரைப் போல எங்களுடன் கலந்தவர்க்குப் பொய் இடத்தைத் தோற்றுவித்துப் பிரியுமது பொருந்துவது ஒன்றன்று என்று சொல்லிற்றில்லையே நெய்யைக் குவளையிலே உண்டு இருளிடத்தைக் கிழிக்கின்ற விளக்கே !,செய்ம்முக நீல மலர்தில்லைச் சிற்றம் பலத்தரற்குக்,கைம்முகங் கூம்பக் கழல்பணி யாரிற் கலந்தவர்க்குப்,பொய்ம்முகங் காட்டிக் கரத்தல் பொருத்தம்அன்(று) என்றில்லையே,நெய்ம்முக மாந்தி இருள்முகங் கீழும் நெடுஞ்சுடரே. ... 356,செய்ம்முக நீல மலர்தில்லைச் சிற்றம் பலத்தரற்குக்,கைம்முகங் கூம்பக் கழல்பணி யாரிற் கலந்தவர்க்குப்,பொய்ம்முகங் காட்டிக் கரத்தல் பொருத்தம்அன்(று) என்றில்லையே,நெய்ம்முக மாந்தி இருள்முகங் கீழும் நெடுஞ்சுடரே. ... 356
357,25,கற்பு,பரத்தையிற் பிரிவு,வாரம் பகர்ந்து வாயில் மறுத்துரைத்தல்,,வார்புன லூரன் ஏர்திகழ் தோள்வயின்கார்புரை குழலி வாரம் பகர்ந்தது., தன்னுடனே செருக்கொண்ட அசுரருடைய முப்புரங்களையும் தீங்கு செய்த வில்லை உடையவன் அவனுடைய பெரும்பற்றப்புலியூரில் சிற்றம்பலத்துக்கு அயலிலே இருக்கிற மிக்க வளைகளை அணிந்த கைகளை உடையார்க்கு மன்னனை முற்றூட்டாகக் கொடுத்துவிட்டோம்; இனிச் செங்கழு நீர்ப் பூவாலே தொடுத்த சிறந்த மாலையையும் நாயகனுடைய அழகிய தோளிணைகளையும் இங்கு வாராமல் தங்கள் இடங்களில் மறித்து வைத்து யாவராகிலும் கொள்ள அமையும்.,பூங்குவ ளைப்பொலி மாலையும் ஊரன்பொற் றோளிணையும்,ஆங்கு வளைத்துவைத் தாரேனும் கொள்கநள் ளார் அரணம்,தீங்கு வளைத்தவில் லோன்தில்லைச் சிற்றம் பலத்தயல்வாய்,ஓங்கு வளைக்கரத் தார்க்கடுத் தோம்மன் உறாவரையே. ... 357,பூங்குவ ளைப்பொலி மாலையும் ஊரன்பொற் றோளிணையும்,ஆங்கு வளைத்துவைத் தாரேனும் கொள்கநள் ளார் அரணம்,தீங்கு வளைத்தவில் லோன்தில்லைச் சிற்றம் பலத்தயல்வாய்,ஓங்கு வளைக்கரத் தார்க்கடுத் தோம்மன் உறாவரையே. ... 357
358,25,கற்பு,பரத்தையிற் பிரிவு,பள்ளியிடத்து ஊடல்,,பீடிவர் கற்பின் தோடிவர் கோதைஆடவன் தன்னோ(டு) ஊடி உரைத்தது.," உனக்கேற்ப வழிபாடு செய்தற்கு முற்பிறப்பில் தவம் செய்யாதிருத்தலேயன்றி வெய்ய தீவினையைச் செய்த நாங்கள் எங்களுடைய புல்லிய இயல்புக்கு எங்களை இகழ்ந்து கொள்ளாதே. வருத்தம் செய்து நின்று இப்பொழுது உன்னை நோவது ஏன்? சுவாமி, முத்தியைத் தருகிறவன் தத்துவத்தில் உள்ளவன், அவன் செய்த சீரிய அருளாலே நிறைந்த தில்லையில் தலைவனே ! நின் கருத்து ஒத்த சேயிழையார் பொழுதைக்குப் பொழுது புதிதாகத் தழுவுகிற தழுவுதலும் அறியோம். ஆதலால் எங்களுடைய நல்ல மேகலையைத் தீண்டுதலும் ஒழிவாயாக.",தவஞ்செய் திலாதவெந் தீவினை யேம்புன்மைத் தன்மைக்(கு)எள்ளா(து),எவம்செய்து நின்(று)இனி இன்(று)உனை நோவ(து)என் அத்தன்முத்தன்,சிவன்செய்த சீரரு ளார்தில்லை யூரநின் சேயிழையார்,நவம்செய்த புல்லங்கள் மாட்டேம் தொடல்விடு நற்கலையே. ... 358,தவஞ்செய் திலாதவெந் தீவினை யேம்புன்மைத் தன்மைக்(கு)எள்ளா(து),எவம்செய்து நின்(று)இனி இன்(று)உனை நோவ(து)என் அத்தன்முத்தன்,சிவன்செய்த சீரரு ளார்தில்லை யூரநின் சேயிழையார்,நவம்செய்த புல்லங்கள் மாட்டேம் தொடல்விடு நற்கலையே. ... 358
359,25,கற்பு,பரத்தையிற் பிரிவு,செவ்வணி விடுக்க இல்லோர் கூறல்,,பாற்செலு மொழியார் மேற்செல விரும்பல்பொல்லா தென்ன இல்லோர் புகன்றது.," பாம்பையும் பிறையையும் ஆபரணமாகக் கொண்டவன், அவனுடைய பெரும்பற்றப்புலியூரில் பழைய நம் ஆயக் கூட்டத்தாராகிய நல்லோர் முன்னே பாம்பின் கழுத்தை ஒத்துத் தோன்றிய (நுடங்கிய) இடையினை உடையராகிய பரத்தையர் வாழும் மனையில் அமையும்படி விம்முகிற முலைகள் சுமந்து தளர்கிற இடையானது வருந்தப் பேதைத் தன்மையுடையாள் இன்று சென்று புகாநின்றாள்; இது தகுவது ஒன்றன்று.",தணியுறப் பொங்கும்இக் கொங்கைகள் தாங்கித் தளர்மருங்குல்,பிணியுறப் பேதைசென்(று) இன்றெய்து மால்அர வும்பிறையும்,அணியுறக் கொண்டவன் தில்லைத்தொல் லாயநல் லார்கண்முன்னே,பணியுறத் தோன்றும் நுடங்கிடை யார்கள் பயின்மனைக்கே. ... 359,தணியுறப் பொங்கும்இக் கொங்கைகள் தாங்கித் தளர்மருங்குல்,பிணியுறப் பேதைசென்(று) இன்றெய்து மால்அர வும்பிறையும்,அணியுறக் கொண்டவன் தில்லைத்தொல் லாயநல் லார்கண்முன்னே,பணியுறத் தோன்றும் நுடங்கிடை யார்கள் பயின்மனைக்கே. ... 359
360,25,கற்பு,பரத்தையிற் பிரிவு,அயல் அறிவுரைத்து அவள் அழுக்கம் எய்தல்,,உலகியல் அறியச் செலவிடல் உற்றவிழுத்தகை மாதர்க்கு அழுக்கஞ் சென்றது.," இராப் பொழுது தோன்றும் மதியத்தை ஒத்த நெற்றியினையுடையார் கூர்மையால் உண்டாகிய கோலம் செய்து குரவின் மணத்தை ஒத்த கூந்தலினை உடைய இவளாலே அறிவித்ததாக இந்தக் குறியை அறிவித்துப் பாம்பைப் பொருந்தின திருச்சடையை உடையவனது பெரும்பற்றப் புலியூரில் தலைவனை அப்பரத்தையர் சேரியிலேநின்றும் ஒருத்தி இரங்கி, நமக்குத் தரக்கூடும்படியானபடியே நம் பெண்மைத் தன்மை ஆயிற்று.",இரவணை யும்மதி யேர்நுத லார்நுதிக் கோலஞ் செய்து,குரவணை யுங்குழல் இங்(கு)இவ ளால்இக் குறியறிவித்(து),அரவணை யும்சடை யோன்தில்லை யூரனை ஆங்கொருத்தி,தரஅணை யும்பரி சாயின வாறுநம் தன்மைகளே. ... 360,இரவணை யும்மதி யேர்நுத லார்நுதிக் கோலஞ் செய்து,குரவணை யுங்குழல் இங்(கு)இவ ளால்இக் குறியறிவித்(து),அரவணை யும்சடை யோன்தில்லை யூரனை ஆங்கொருத்தி,தரஅணை யும்பரி சாயின வாறுநம் தன்மைகளே. ... 360
361,25,கற்பு,பரத்தையிற் பிரிவு,செவ்வணி கண்ட வாயிலவர் கூறல்,,மணிக்குழை பூப்பியல் உணர்த்த வந்தஆயிழையைக் கண்ட வாயிலவர் உரைத்தது., செம்பொன்னை ஒத்த திருமேனியை உடைய அழகிய திருச்சிற்றம்பலம் உடையவன் சிவந்த அழகிய சீர்பாதங்களைச் சூட்டிய நாயகனுக்கு உலகியல் முறையாலே பூப்பறிவு உரைக்கச் சிவந்த பசுமை பொருந்திய பூவும் அழகிய சிவந்த பூம்தொழிற் பட்டும் கச்சினால் கட்டுதலார்ந்த முலையிடத்தே அழகிய செஞ்சந்தனமுமாய் நம்முடைய அழகிய திருமனையில் வந்து தோன்றின.,சிவந்தபொன் மேனி மணிதிருச் சிற்றம் பலமுடையான்,சிவந்தஅம் தாளணி ஊரற்(கு) உலகிய லாறுரைப்பான்,சிவந்தபைம் போதும் அம் செம்மலர்ப் பட்டும்கட் டார்முலைமேல்,சிவந்தஅச் சாந்தமும் தோன்றின வந்து திருமனைக்கே. ... 361,சிவந்தபொன் மேனி மணிதிருச் சிற்றம் பலமுடையான்,சிவந்தஅம் தாளணி ஊரற்(கு) உலகிய லாறுரைப்பான்,சிவந்தபைம் போதும் அம் செம்மலர்ப் பட்டும்கட் டார்முலைமேல்,சிவந்தஅச் சாந்தமும் தோன்றின வந்து திருமனைக்கே. ... 361
362,25,கற்பு,பரத்தையிற் பிரிவு,மனை புகல் கண்ட வாயிலவர் கூறல்,,கடனறிந்(து) ஊரன் கடிமனை புகுதரவாய்ந்த வாயி லவர்ஆய்ந்(து) உரைத்தது., முன் காலத்து இரவும் பகலும் தான் வாயில் பெறாது நின்று வாடும் குளிர்ந்த வாசலை ஒரு மாத்திரைப் பொழுதைக் குள்ளே போய்ப் பெரு முதலைகள் வாழ்கிற புனல் உடைத்தாகிய ஊரினை உடையவன் இச்சிறந்த மனையில் புகுந்தான். குரவம்பூ நெருங்கின கூந்தலினையுடைய இவளின் மேலாய்த் திருவம்பலநாதன் குழையாகிய பாம்பின் கழுத்தை ஒத்த நுண்ணிய இடையினை உடையார் இனி அடங்காதவர் யாவர்.,குராப்பயில் கூழை இவளின்மிக்(கு) அம்பலத் தான்குழையாம்,அராப்பயில் நுண்ணிடை யார்அடங் கார்எவ ரேயினிப்பண்(டு),இராப்பகல் நின்றுணங்(கு) ஈர்ங்கடை யித்துணைப் போழ்திற்சென்று,கராப்பயில் பூம்புன லூரன் புகும்இக் கடிமனைக்கே. ... 362,குராப்பயில் கூழை இவளின்மிக்(கு) அம்பலத் தான்குழையாம்,அராப்பயில் நுண்ணிடை யார்அடங் கார்எவ ரேயினிப்பண்(டு),இராப்பகல் நின்றுணங்(கு) ஈர்ங்கடை யித்துணைப் போழ்திற்சென்று,கராப்பயில் பூம்புன லூரன் புகும்இக் கடிமனைக்கே. ... 362
363,25,கற்பு,பரத்தையிற் பிரிவு,முகமலர்ச்சி கூறல்,,பூம்புன லூரன் புகமுகம் மலர்ந்ததேம்புனை கோதை திறம்பிறர் உரைத்தது., வயலணிந்த ஊரை உடையவன் வந்தான் எனும் அளவில் சினத்த வாள் போலும் தொழிலினையும் மலர் போலும் தோற்றத்தையும் உடைய கண்கள் செந்தாமரைப் பூவின் செவ்வி நிறமாகிய மிக்க சிவப்பை அடைந்தன. திருச்சிற்றம்பலத்தினிடத்தே வாழும் அவன் அருளால் முன் உண்டாகிய கோபித்த நோக்கம் நாயகன் நோக்கி எதிர்பார்த்தபொழுது முகமாகிய மடுவில் அழகிய தாளையுடைய நீலப் பூப்போல் பொலிவுற்று மலர்ந்து இருண்டு நெருங்கின.,வந்தான் வயலணி ஊரன் எனச்சின வாள்மலர்க்கண்,செந்தா மரைச்செவ்வி சென்றசிற்றம்பல வன்அருளான்,முந்தா யினவியன்நோக்கெதிர் நோக்க முகமடுவின்,பைந்தாள் குவளைகள் பூத்திருள் சூழ்ந்து பயின்றனவே. ... 363,வந்தான் வயலணி ஊரன் எனச்சின வாள்மலர்க்கண்,செந்தா மரைச்செவ்வி சென்றசிற்றம்பல வன்அருளான்,முந்தா யினவியன்நோக்கெதிர் நோக்க முகமடுவின்,பைந்தாள் குவளைகள் பூத்திருள் சூழ்ந்து பயின்றனவே. ... 363
364,25,கற்பு,பரத்தையிற் பிரிவு,கால நிகழ்வு உரைத்தல்,,இகழ்வ(து) எவன்கொல் நிகழ்வதில் வாறெனச்செழுமலர்க் கோதை உழையர் உரைத்தது., காமன் கையில் பூ அம்பாலே மகளிரை விரும்பாத அரிய பாவத்தை உடையவர்கள் செய்த அன்பிலே செல்லுகிறவன் கைம்மலராகிய பூவிலே நெருப்பை ஏந்தினவன் அவனுடைய திருஅம்பலத்தைச் சூழ்ந்த மல்லிகைப் பூவாகிய வெள்ளிய சங்குகளை வண்டுகள் ஊத விசும்பு தோய்ந்த பிறையோடே இரவானது கையாகிய பூவிலே சீலித்த வேலையுடைய வயல் சூழ்ந்த ஊரை உடையவர்க்கு எதிராய் வந்து நின்றது; இக் காலத்தை இகழப்படுமோ? ,வில்லிகைப் போதின் விரும்பா அரும்பா வியர்கள் அன்பில்,செல்லிகைப் போதின் எரியுடை யோன்தில்லை அம்பலம்சூழ்,மல்லிகைப் போதின்வெண் சங்கம்வண்(டு) ஊதவிண் தோய்பிறையோ(டு),எல்லிகைப் போதியல் வேல்வயல் ஊரற்(கு) எதிர் கொண்டதே. ... 364,வில்லிகைப் போதின் விரும்பா அரும்பா வியர்கள் அன்பில்,செல்லிகைப் போதின் எரியுடை யோன்தில்லை அம்பலம்சூழ்,மல்லிகைப் போதின்வெண் சங்கம்வண்(டு) ஊதவிண் தோய்பிறையோ(டு),எல்லிகைப் போதியல் வேல்வயல் ஊரற்(கு) எதிர் கொண்டதே. ... 364
365,25,கற்பு,பரத்தையிற் பிரிவு,எய்தல் எடுத்துரைத்தல்,,சீரியல் உலகில் திகழ்சுரக் கூடிவார்புனல் ஊரன் மகிழ்வுற்றது., புலவியாகிய திரைபொர அத்திரை நீங்குதற்கு நாயகியுடைய சிறிய அடியிலே பொலிந்த ஆபாரணங்கள் சென்னிபட (என்றது வணங்க என்றபடி) இருவருடைய நெஞ்சாகிய கடலும் கடந்த விடத்துப் புடைவையைச் சென்றுய்த்து ஒளியுடைத்தாகிய முத்தையொத்த முறுவலிலே நிலைபெற்று நிறைந்த நீராகிய தேனையுண்டு திருவம்பலத்தே நின்றவனுடைய திருவருளை ஒத்துத் தளராத முலைகள் ஊரனுக்குச் சென்று பெறலாயின் அன்றே.,புலவித் திரைபொரச் சீறடிப் பூங்கலம் சென்னி உய்ப்பக்,கலவிக்கடலுள் கலிங்கஞ் சென்(று) எய்திக் கதிர்கொள்முத்தம்,நிலவி நிறைமது ஆர்ந்(து)அம் பலத்துநின்றோன் அருள்போன்(று),உலவிய லாத்தனம் சென்றெய்தல் ஆயின ஊரனுக்கே. ... 365,புலவித் திரைபொரச் சீறடிப் பூங்கலம் சென்னி உய்ப்பக்,கலவிக்கடலுள் கலிங்கஞ் சென்(று) எய்திக் கதிர்கொள்முத்தம்,நிலவி நிறைமது ஆர்ந்(து)அம் பலத்துநின்றோன் அருள்போன்(று),உலவிய லாத்தனம் சென்றெய்தல் ஆயின ஊரனுக்கே. ... 365
